Prod. year,Levy,Mileage,Engine volume,Manufacturer,Model,Fuel type,Leather interior,Gear box type,Category,Price
2003,2046,270000.0,2.5,SUBARU,Outback,Petrol,No,Tiptronic,Jeep,9408
1997,5679,170000.0,3.200000047683716,MERCEDES-BENZ,E 320,LPG,Yes,Manual,Sedan,7840
2016,891,88000.0,2.0,BMW,X4,Petrol,Yes,Tiptronic,Jeep,73698
2009,1145,169000.0,2.5,FORD,Escape,Hybrid,Yes,Automatic,Jeep,22894
1997,5679,300000.0,2.200000047683716,OPEL,Sintra,LPG,No,Manual,Minivan,7840
2011,800,184576.0,2.299999952316284,MAZDA,CX-7,Petrol,Yes,Automatic,Jeep,470
2011,862,168966.0,2.5,FORD,Escape,Hybrid,Yes,Automatic,Jeep,3607
2014,832,64994.0,2.700000047683716,TOYOTA,Tacoma,Petrol,Yes,Automatic,Jeep,3763
2016,891,55225.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,16283
2008,1434,147290.0,1.5,HONDA,FIT RS,Petrol,No,Automatic,Hatchback,11920
2013,779,78082.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,21953
2017,1017,1600.0,2.0,MERCEDES-BENZ,E 300,Petrol,Yes,Automatic,Sedan,94
2013,474,196590.0,1.399999976158142,CHEVROLET,Volt,Hybrid,Yes,Automatic,Hatchback,4077
2015,1036,38415.0,2.799999952316284,BMW,328,Petrol,Yes,Tiptronic,Sedan,37006
2012,531,97000.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,19707
2012,780,198211.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,30420
2011,583,51211.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,11604
2016,891,301827.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,15681
2018,1046,60000.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,50178
2017,738,11700.0,1.399999976158142,VOLKSWAGEN,Jetta,Petrol,Yes,Tiptronic,Sedan,23521
2007,1282,54785.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,5488
2011,1018,107000.0,3.0,BMW,328,Petrol,Yes,Tiptronic,Sedan,14426
2014,639,191980.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,25264
2012,1474,150000.0,5.0,FORD,F150,Petrol,No,Tiptronic,Pickup,42000
2012,781,156800.0,2.5,TOYOTA,Camry,Petrol,No,Tiptronic,Sedan,20385
2015,765,96360.0,2.0,BMW,X4,Petrol,Yes,Automatic,Jeep,14269
2016,489,33492.0,1.0,CHEVROLET,Spark,Petrol,Yes,Automatic,Sedan,11604
2011,1172,368064.0,3.5,TOYOTA,Highlander,Hybrid,Yes,Automatic,Sedan,21639
2013,640,189949.0,2.0,VOLKSWAGEN,Jetta,Diesel,Yes,Automatic,Sedan,1646
2010,1067,157000.0,3.0,BMW,328,Petrol,Yes,Tiptronic,Coupe,22894
1999,3138,150000.0,2.0,MERCEDES-BENZ,C 200,Petrol,No,Tiptronic,Sedan,10976
2001,2443,0.0,2.200000047683716,MERCEDES-BENZ,E 220 CDI,Diesel,Yes,Automatic,Sedan,3700
2012,1058,318285.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,627
2006,1569,19000.0,1.5,SUZUKI,Swift,Petrol,No,Automatic,Hatchback,7840
2004,2342,249000.0,2.700000047683716,MERCEDES-BENZ,270,Diesel,Yes,Automatic,Jeep,21953
2014,394,102397.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,784
2013,1267,970000.0,1.5,TOYOTA,Aqua,Hybrid,No,Variator,Sedan,10349
2012,642,118643.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,21181
2016,891,102313.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,53154
1992,3301,123000.0,3.700000047683716,MERCEDES-BENZ,S 600,CNG,Yes,Manual,Sedan,9408
2013,640,171755.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,36827
2006,1569,197500.0,2.4000000953674316,FORD,Transit,Diesel,No,Manual,Goods wagon,30577
2013,751,216208.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,1176
2017,1342,94262.0,2.700000047683716,TOYOTA,Tacoma,Petrol,Yes,Automatic,Jeep,49237
2014,271,76525.0,1.5,HONDA,FIT,Hybrid,Yes,Automatic,Hatchback,10660
2014,1266,58000.0,1.5,HONDA,FIT,Hybrid,Yes,Automatic,Hatchback,13328
2013,640,198288.0,2.0,SSANGYONG,REXTON,Diesel,Yes,Automatic,Jeep,28482
2007,1310,228000.0,2.5,VOLKSWAGEN,Crafter,Diesel,No,Manual,Goods wagon,22577
2014,639,402468.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,10036
1974,0,5200.0,0.6000000238418579,VAZ,2106,Petrol,No,Manual,Sedan,2437
2006,1569,200000.0,2.0,VOLKSWAGEN,Passat,Petrol,Yes,Tiptronic,Sedan,10663
1998,1700,111111.0,3.200000047683716,MERCEDES-BENZ,CLK 320,CNG,Yes,Automatic,Coupe,7840
2004,2342,135000.0,1.7000000476837158,HONDA,Civic,CNG,No,Variator,Sedan,8154
2011,707,142161.0,2.0,MAZDA,Mazda 3,Petrol,No,Tiptronic,Sedan,9408
2014,639,105000.0,2.0,FORD,Focus,Petrol,No,Automatic,Sedan,9722
2001,2443,168000.0,3.0,BMW,330,Petrol,No,Manual,Sedan,11604
2020,1817,1669.0,3.5,TOYOTA,Tacoma,Petrol,Yes,Automatic,Sedan,31675
2012,531,46000.0,1.600000023841858,CHEVROLET,Aveo,Petrol,Yes,Automatic,Hatchback,13297
2000,2146,186000.0,1.5,NISSAN,Rasheen,Petrol,No,Automatic,Hatchback,5331
2012,531,75876.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,26475
2012,586,97000.0,1.7999999523162842,HYUNDAI,Elantra LIMITED,Petrol,Yes,Tiptronic,Sedan,16935
2013,1055,107800.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,3450
2015,1646,102907.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,314
2017,924,0.0,1.7999999523162842,NISSAN,Sentra,Petrol,Yes,Automatic,Sedan,627
1953,0,100000.0,3.200000047683716,GAZ,20,Petrol,No,Manual,Jeep,3200
2017,1714,75914.0,3.5,MERCEDES-BENZ,GLE 350,Petrol,Yes,Automatic,Jeep,19130
2010,836,161240.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,13877
2018,1079,37691.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,50560
2010,1024,82111.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,19441
2015,765,471632.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,12544
1997,5679,3568.0,1.600000023841858,VOLKSWAGEN,T3,Petrol,No,Manual,Hatchback,2600
2015,1646,273493.0,4.599999904632568,LEXUS,GX 470,Petrol,Yes,Automatic,Jeep,61154
2014,382,107300.0,2.4000000953674316,HYUNDAI,Sonata hybrid,Hybrid,No,Tiptronic,Sedan,204
2015,697,37064.0,1.7999999523162842,HONDA,Civic,Petrol,Yes,Automatic,Sedan,43545
2013,729,118507.0,1.5,HONDA,FIT,Hybrid,No,Automatic,Hatchback,15685
2000,2146,11111.0,1.7999999523162842,OPEL,Zafira,Petrol,No,Manual,Minivan,7840
2017,1481,36866.0,3.0,MERCEDES-BENZ,E 400,Petrol,Yes,Automatic,Coupe,470
2001,2443,140000.0,2.0,MERCEDES-BENZ,C 200,CNG,Yes,Manual,Sedan,7840
2003,2046,129000.0,2.0,MITSUBISHI,Airtrek,Petrol,No,Automatic,Jeep,8467
2011,707,117139.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,24920
2014,501,119130.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Hatchback,28592
2013,640,144000.0,2.0,AUDI,A4,Petrol,Yes,Automatic,Sedan,27284
2005,2652,187000.0,1.7000000476837158,OPEL,Astra,Diesel,No,Manual,Hatchback,15681
2011,707,51425.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,11133
2016,891,101200.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,37984
2018,1327,54786.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,5802
2010,687,181421.0,1.600000023841858,DAEWOO,Lacetti,Petrol,Yes,Automatic,Sedan,7517
2008,1095,98329.0,2.0,SSANGYONG,Kyron,Diesel,Yes,Automatic,Jeep,5425
1999,3138,0.0,1.7999999523162842,FORD,Galaxy,Diesel,No,Manual,Minivan,5331
2012,1058,232357.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,941
2012,503,202000.0,1.5,TOYOTA,Prius C,Hybrid,No,Variator,Hatchback,15367
2012,780,196000.0,2.5,HYUNDAI,H1,Diesel,No,Manual,Minivan,28000
2007,1310,0.0,1.5,TOYOTA,Prius,Petrol,Yes,Variator,Hatchback,12544
2012,753,177080.0,2.4000000953674316,HYUNDAI,Tucson,Petrol,Yes,Automatic,Jeep,314
2014,259,138491.0,1.399999976158142,CHEVROLET,Volt,Hybrid,Yes,Automatic,Hatchback,3763
2015,626,41250.0,1.600000023841858,KIA,Cerato,Petrol,Yes,Automatic,Sedan,20918
2016,924,30000.0,2.0,FORD,Focus Titanium,Petrol,Yes,Tiptronic,Hatchback,19757
2010,836,230314.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,15900
2011,1172,89000.0,3.5,NISSAN,Quest,Petrol,No,Automatic,Minivan,23207
2014,639,114406.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,32245
2007,1310,241000.0,1.399999976158142,TOYOTA,Corolla,Petrol,No,Manual,Sedan,14740
2012,1058,62000.0,3.5,LEXUS,RX 350,Petrol,Yes,Tiptronic,Jeep,27911
2013,779,190549.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,5018
2001,2443,200543.0,2.200000047683716,BMW,320 2.2,Petrol,No,Manual,Sedan,8467
2012,642,203440.0,2.0,VOLKSWAGEN,Jetta,Diesel,Yes,Automatic,Sedan,941
2013,640,53000.0,2.0,FORD,Focus,Petrol,Yes,Manual,Sedan,26971
2015,765,65566.0,2.0,HYUNDAI,Elantra GT,Petrol,No,Automatic,Hatchback,14426
2001,2443,259000.0,2.0,MERCEDES-BENZ,CLK 200,Petrol,Yes,Tiptronic,Coupe,7840
2010,1811,155821.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,39201
2018,1079,10782.0,2.0,JAGUAR,E-pace,Petrol,Yes,Automatic,Jeep,6743
2015,765,155317.0,2.0,MERCEDES-BENZ,GLA 250,Petrol,Yes,Automatic,Jeep,16308
2014,1356,98466.0,4.599999904632568,MERCEDES-BENZ,S 550,Petrol,Yes,Automatic,Sedan,48610
2006,1569,320000.0,1.5,TOYOTA,Prius,Hybrid,Yes,Tiptronic,Hatchback,9408
2014,584,156682.0,1.7999999523162842,MERCEDES-BENZ,C 250,Petrol,Yes,Automatic,Sedan,23521
2016,1091,122918.0,2.5,MAZDA,CX-5 Touring,Petrol,No,Automatic,Jeep,20385
2012,642,155255.0,2.0,SSANGYONG,Korando,Diesel,Yes,Automatic,Jeep,23239
2011,871,119000.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Variator,Hatchback,24775
2015,764,35841.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,17876
2011,862,61805.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Pickup,19296
2014,584,64000.0,1.7999999523162842,VOLKSWAGEN,Passat,Petrol,Yes,Automatic,Sedan,15681
2015,765,32329.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,23060
2008,1850,122874.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,706
2014,1053,190000.0,3.5,MERCEDES-BENZ,ML 350,Diesel,Yes,Tiptronic,Jeep,56450
2012,531,255677.0,1.600000023841858,CHEVROLET,Orlando,Diesel,Yes,Automatic,Jeep,15872
2015,382,100747.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,2822
2008,1598,175614.0,3.0,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,2430
2014,777,50000.0,2.5,SUBARU,Forester,Petrol,No,Automatic,Jeep,25716
2015,697,60651.0,1.7999999523162842,HONDA,Civic,Petrol,Yes,Automatic,Sedan,1176
2013,779,225510.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,314
2010,1067,20000.0,2.5,VOLKSWAGEN,Golf,Petrol,No,Automatic,Hatchback,15681
2009,790,58000.0,1.600000023841858,CHEVROLET,Aveo,Petrol,No,Automatic,Sedan,10349
2011,583,104860.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,20297
1996,1481,220000.0,1.7999999523162842,MERCEDES-BENZ,C 180,CNG,No,Manual,Sedan,4858
2013,640,60031.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,28222
2014,638,40067.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,16621
2016,730,94300.0,1.600000023841858,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,32973
2012,919,221312.0,3.0,MERCEDES-BENZ,ML 350,Diesel,Yes,Automatic,Jeep,2430
2008,1850,244731.0,3.5,LEXUS,RX 400,Hybrid,Yes,Automatic,Jeep,7997
2016,924,27000.0,2.5,TOYOTA,RAV 4,Petrol,No,Automatic,Jeep,40142
2007,1310,197548.0,2.0,VOLKSWAGEN,Passat 2.0 tfsi,Petrol,Yes,Automatic,Sedan,14113
2012,780,193000.0,1.5,TOYOTA,Aqua,Hybrid,No,Variator,Hatchback,15994
2011,871,256000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,45
2014,394,130478.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,862
2008,1434,272000.0,3.299999952316284,CHRYSLER,Town and Country,Petrol,No,Tiptronic,Minivan,14113
2001,2443,137582.0,3.700000047683716,JEEP,Liberty,LPG,Yes,Automatic,Jeep,11000
2005,2652,0.0,1.5,NISSAN,Note,Petrol,No,Automatic,Hatchback,30
2012,531,96860.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,20005
2014,639,87000.0,2.0,FORD,Focus,Petrol,No,Automatic,Sedan,12544
2006,1569,188800.0,2.4000000953674316,TOYOTA,Camry,Hybrid,Yes,Variator,Sedan,14426
2011,707,155000.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,24709
2008,1850,244731.0,3.5,LEXUS,RX 400,Hybrid,Yes,Automatic,Jeep,7997
2014,777,372202.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,10506
2014,638,45504.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,14113
2007,1310,146500.0,1.5,HONDA,FIT,Petrol,No,Manual,Hatchback,9252
2003,2046,130000.0,1.5,TOYOTA,Ist,Petrol,No,Automatic,Hatchback,2500
2010,1399,186005.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,13328
2011,583,238995.0,1.600000023841858,NISSAN,Juke,Petrol,Yes,Automatic,Jeep,314
2013,917,0.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,784
2011,1172,342622.0,3.5,TOYOTA,Highlander,Hybrid,Yes,Automatic,Jeep,1568
2013,474,81064.0,1.399999976158142,FIAT,500 Lounge,Petrol,Yes,Tiptronic,Coupe,16308
2016,891,140633.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,45138
2003,2046,161000.0,1.2999999523162842,HONDA,FIT,Petrol,No,Variator,Hatchback,1900
2008,1434,167000.0,1.5,NISSAN,Tiida 2008,Petrol,No,Automatic,Sedan,10036
2013,640,135000.0,2.0,FORD,Fusion TITANIUM,Petrol,Yes,Tiptronic,Sedan,20665
2010,836,225814.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,18211
2008,944,219000.0,1.7000000476837158,OPEL,Astra,Diesel,No,Manual,Hatchback,9095
2012,503,160088.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,706
2010,761,120000.0,1.7999999523162842,TOYOTA,Prius ჰიბრიდი,Hybrid,No,Variator,Hatchback,16621
1997,5679,0.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Goods wagon,4704
2008,1090,57248.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,8781
2011,707,112387.0,2.0,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,15991
2013,729,132800.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,25089
2012,586,142394.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,627
2017,1017,23229.0,2.0,HONDA,Civic,Petrol,Yes,Automatic,Sedan,52520
2012,1058,130000.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,14113
2013,729,91000.0,2.0,KIA,Optima,Petrol,Yes,Automatic,Sedan,17719
2012,475,121000.0,1.399999976158142,CHEVROLET,Cruze sonic,Petrol,Yes,Automatic,Sedan,12544
2017,1017,75200.0,2.0,FORD,Focus,Petrol,No,Tiptronic,Hatchback,21012
2013,729,92479.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Tiptronic,Sedan,18817
2015,1273,117451.0,3.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,9722
2005,2652,248000.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,21953
2012,503,277856.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Jeep,706
2014,684,196000.0,3.0,BMW,X5 3.5,Petrol,Yes,Tiptronic,Jeep,70562
2018,1079,13715.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,57990
2016,1292,74674.0,3.0,BMW,X6,Petrol,Yes,Automatic,Jeep,1254
2014,1109,139000.0,1.2999999523162842,HONDA,FIT,Hybrid,No,Automatic,Hatchback,9408
2011,1018,132255.0,3.0,JEEP,Grand Cherokee,Diesel,Yes,Automatic,Jeep,43134
2012,780,103000.0,0.699999988079071,DAIHATSU,Mira,Petrol,No,Automatic,Hatchback,600
2001,2443,380000.0,2.200000047683716,MERCEDES-BENZ,Vito,Diesel,No,Manual,Goods wagon,10032
2011,862,55248.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,18660
2014,684,72000.0,3.0,BMW,X5,Petrol,Yes,Tiptronic,Jeep,89379
2015,441,135730.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,470
2001,2443,242701.0,1.7000000476837158,OPEL,Combo,Diesel,No,Manual,Goods wagon,7213
2017,1202,74499.0,2.4000000953674316,DODGE,Journey,Petrol,Yes,Automatic,Jeep,1254
2007,1310,1600.0,2.4000000953674316,MITSUBISHI,Grandis,Petrol,Yes,Automatic,Jeep,12544
2012,586,130000.0,1.7999999523162842,CHEVROLET,Sonic,Petrol,No,Manual,Hatchback,12544
2014,777,184700.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,27921
2013,640,149038.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,26927
2009,1145,245000.0,3.200000047683716,MERCEDES-BENZ,ML 320,Diesel,Yes,Automatic,Jeep,29793
2012,753,122531.0,2.4000000953674316,KIA,Optima,Petrol,No,Automatic,Sedan,13485
2010,1067,0.0,1.2999999523162842,HONDA,FIT,Petrol,No,Variator,Hatchback,12544
2016,1091,137134.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,38229
2013,779,126000.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,23207
2004,2342,160000.0,2.299999952316284,NISSAN,Teana,Petrol,No,Automatic,Sedan,7300
2012,586,88070.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,20385
2014,639,720227.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,10036
2016,1051,65000.0,2.4000000953674316,KIA,Optima,Petrol,No,Tiptronic,Sedan,25089
2013,1031,127000.0,1.2000000476837158,NISSAN,Note,Petrol,No,Variator,Hatchback,7840
2008,843,246629.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,2901
2014,308,90000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Tiptronic,Sedan,15681
2019,607,56834.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Jeep,251
2014,639,77349.0,2.0,VOLKSWAGEN,Passat,Diesel,Yes,Automatic,Sedan,5018
2017,1017,67200.0,2.0,CHEVROLET,Camaro,Petrol,No,Tiptronic,Coupe,32929
2015,382,0.0,2.0,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,470
2013,1267,92000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Sedan,10506
2009,790,240000.0,1.600000023841858,OPEL,Combo,CNG,No,Manual,Goods wagon,10036
2017,1017,0.0,2.0,KIA,Avella,Petrol,Yes,Automatic,Sedan,4547
2001,2443,245000.0,3.200000047683716,MERCEDES-BENZ,ML 320,CNG,Yes,Tiptronic,Jeep,11604
2015,353,104795.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Jeep,2038
2016,1091,102338.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Universal,42171
2014,684,75600.0,2.4000000953674316,KIA,Optima,Petrol,No,Tiptronic,Sedan,20385
2000,2146,180351.0,4.400000095367432,BMW,X5,Petrol,Yes,Tiptronic,Jeep,14113
2011,707,191668.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,20171
2010,1324,264877.0,3.299999952316284,TOYOTA,Highlander,Hybrid,Yes,Automatic,Jeep,4861
2012,642,138013.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,32340
2015,765,43000.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,13642
2015,626,89106.0,1.600000023841858,KIA,Cerato,Petrol,Yes,Automatic,Sedan,18983
2012,780,144000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Hatchback,14740
2014,684,211200.0,2.5,TOYOTA,Camry,Petrol,Yes,Variator,Sedan,80
2014,584,35494.0,1.7999999523162842,VOLKSWAGEN,Jetta,Petrol,Yes,Automatic,Sedan,282
2010,1399,315270.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,2509
2011,924,201570.0,2.700000047683716,TOYOTA,Venza,Petrol,Yes,Automatic,Jeep,5175
1998,1700,230000.0,3.200000047683716,NISSAN,Elgrand,Diesel,Yes,Automatic,Minivan,8781
1995,1964,275124.0,2.5,MITSUBISHI,Pajero,Diesel,No,Automatic,Jeep,7213
1998,1700,20400.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Hatchback,4000
2005,2652,0.0,1.5,NISSAN,Tiida,Petrol,No,Variator,Hatchback,7150
2010,1067,160000.0,2.5,SUBARU,Outback Limited,Petrol,Yes,Tiptronic,Jeep,21639
2002,1797,200000.0,2.0,TOYOTA,RAV 4,CNG,Yes,Automatic,Jeep,10976
2014,259,138491.0,1.399999976158142,CHEVROLET,Volt,Hybrid,Yes,Automatic,Hatchback,3763
2017,552,33600.0,1.0,FORD,Focus,Petrol,No,Automatic,Sedan,18817
2010,1811,275240.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,15681
2013,530,129128.0,1.600000023841858,NISSAN,Juke,Petrol,Yes,Automatic,Jeep,3607
2011,871,209000.0,1.2999999523162842,HONDA,Insight,Hybrid,No,Automatic,Hatchback,13642
2019,830,17051.0,1.5,CHEVROLET,Equinox,Petrol,Yes,Automatic,Sedan,10349
2007,1310,18000.0,1.5,TOYOTA,Prius,Hybrid,No,Variator,Sedan,30
2017,1202,0.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,No,Automatic,Sedan,17249
2016,770,62232.0,1.7000000476837158,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,40224
2013,585,183419.0,1.7999999523162842,NISSAN,Sentra,Petrol,Yes,Automatic,Sedan,2901
2012,1141,94055.0,3.799999952316284,HYUNDAI,Genesis,Petrol,Yes,Automatic,Sedan,17249
2014,1053,149486.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,314
2012,1113,124978.0,3.700000047683716,ACURA,MDX,Petrol,Yes,Automatic,Jeep,11760
2012,1058,132826.0,3.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,16621
2013,729,124800.0,1.600000023841858,MINI,Countryman S,Petrol,Yes,Tiptronic,Jeep,26657
2003,2046,0.0,1.2999999523162842,HONDA,FIT,Petrol,No,Variator,Sedan,5802
2017,1017,110456.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,314
2013,729,45000.0,3.5,NISSAN,Quest,CNG,Yes,Automatic,Minivan,34497
2014,639,88733.0,2.0,VOLKSWAGEN,Scirocco,Petrol,Yes,Automatic,Sedan,6429
2016,891,240573.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,16308
2012,642,355272.0,2.0,CHEVROLET,Cruze,Diesel,Yes,Automatic,Sedan,10506
2017,784,12047.0,1.5,HONDA,Civic,Petrol,Yes,Automatic,Coupe,59834
2017,1017,36400.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Tiptronic,Sedan,28852
2013,474,159981.0,1.399999976158142,VOLKSWAGEN,Jetta,Hybrid,Yes,Automatic,Sedan,2509
2008,1434,101000.0,5.0,LEXUS,IS-F,Petrol,Yes,Tiptronic,Sedan,43905
2013,640,97035.0,2.0,SSANGYONG,REXTON,Diesel,Yes,Automatic,Jeep,35309
2011,871,160000.0,1.2999999523162842,HONDA,Insight,Hybrid,No,Automatic,Hatchback,25
2000,2146,252000.0,2.4000000953674316,MERCEDES-BENZ,E 240,Petrol,No,Manual,Sedan,9408
2011,1018,277421.0,3.0,BMW,X5,Petrol,Yes,Automatic,Jeep,784
2004,2342,180800.0,3.5,CHRYSLER,300,Petrol,Yes,Automatic,Limousine,29793
2010,687,133608.0,1.600000023841858,CHEVROLET,Lacetti,Petrol,Yes,Automatic,Sedan,11992
2013,640,90220.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,46490
2014,684,160000.0,2.0,FORD,Focus,Petrol,Yes,Automatic,Hatchback,15681
2014,1053,94362.0,3.5,MERCEDES-BENZ,ML 350,Petrol,Yes,Automatic,Jeep,3763
2012,780,108000.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,No,Automatic,Sedan,16935
2015,750,61260.0,2.0,CHEVROLET,Malibu,Diesel,Yes,Automatic,Sedan,16621
2017,1481,98726.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,14269
2012,780,126994.0,2.4000000953674316,KIA,Optima,Hybrid,Yes,Tiptronic,Sedan,19757
2013,1138,94813.0,3.799999952316284,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,41883
2012,503,112000.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,17844
2019,978,54307.0,1.7999999523162842,TOYOTA,Corolla,Petrol,Yes,Automatic,Sedan,3293
2016,489,31455.0,1.0,CHEVROLET,Spark,Petrol,Yes,Automatic,Sedan,11604
